pmcid,sid,sent,text,span,tag
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(74, 74)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(36, 36)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(28, 28)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(92, 92)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(27, 27)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(35, 35)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(91, 91)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(7, 7)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(71, 71)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(47, 47)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(17, 17)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(56, 56)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(14, 14)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(66, 66)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(9, 9)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(23, 23)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(41, 41)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(55, 55)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(78, 78)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(59, 59)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(61, 61)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(40, 40)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(67, 67)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(89, 89)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(70, 70)",DS
PMC6032655,180,"However, some fat-rich AMLs contain very small areas of fat, which may not be recognized at CT. ",,"(52, 52)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(11, 11)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(51, 51)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(53, 53)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(77, 77)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(88, 88)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(107, 107)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(30, 30)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(34, 34)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(139, 139)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(140, 140)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(76, 76)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(146, 146)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(63, 63)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(0, 0)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(54, 54)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(118, 118)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(27, 27)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(29, 29)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(35, 35)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(101, 101)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(147, 147)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(57, 57)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(113, 113)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(121, 121)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(122, 122)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(127, 127)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(26, 26)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(102, 102)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(143, 143)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(15, 15)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(56, 56)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(14, 14)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(66, 66)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(9, 9)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(41, 41)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(55, 55)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(114, 114)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(119, 119)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(126, 126)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(144, 144)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(132, 132)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(59, 59)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(61, 61)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(40, 40)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(67, 67)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(133, 133)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(108, 108)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(89, 89)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(153, 153)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(58, 58)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(49, 49)",DS
PMC6032655,181,"Therefore, the acquisition of thin slice sections (1.5–3.0 mm) and obtaining attenuation measurements using small ROIs or even pixel values may be needed. ",,"(52, 52)",DS
PMC6032655,182,"Several authors reported a higher sensitivity for detecting small foci of fat when using pixel mapping, using a line or square of four pixels. ",,"(45, 45)",DS
PMC6032655,182,"Several authors reported a higher sensitivity for detecting small foci of fat when using pixel mapping, using a line or square of four pixels. ",,"(77, 77)",DS
PMC6032655,182,"Several authors reported a higher sensitivity for detecting small foci of fat when using pixel mapping, using a line or square of four pixels. ",,"(24, 24)",DS
PMC6032655,182,"Several authors reported a higher sensitivity for detecting small foci of fat when using pixel mapping, using a line or square of four pixels. ",,"(83, 83)",DS
PMC6032655,182,"Several authors reported a higher sensitivity for detecting small foci of fat when using pixel mapping, using a line or square of four pixels. ",,"(88, 88)",DS
