	exact	type	db_id
31002	depression	CRT_DS	
31003	depression	CRT_DS	
31004	rats	CRT_OG	
31005	depression	CRT_DS	
31006	depression	CRT_DS	
31007	depression	CRT_DS	
31008	depression	CRT_DS	
31009	depression	CRT_DS	
31010	rats	CRT_OG	
31011	rats	CRT_OG	
31012	rat	CRT_OG	
31013	human	CRT_OG	
31014	stress related disorder	MIS_DS	
31015	tryptophan pyrrole enzyme	MIS_GP	
31016	5-HT transporter	MIS_GP	
31017	5-HTT	WS_GP	
31018	GR	MIS_GP	
31019	5-HTT	WS_GP	
31020	mice	CRT_OG	
31021	CRH	CRT_GP	
31022	CRH	CRT_GP	
31023	ACTH	CRT_GP	
31024	ACTH	CRT_GP	
31025	CORT	WT_GP	
31026	CRH	CRT_GP	
31027	rats	CRT_OG	
31028	rats	CRT_OG	
31029	HAP	WT_GP	
31030	depression	CRT_DS	
31031	depression	CRT_DS	
31032	rats	CRT_OG	
31033	depression	CRT_DS	
31034	plants	CRT_OG	
31035	depression	CRT_DS	
31036	rats	CRT_OG	
31037	rats	CRT_OG	
31038	rats	CRT_OG	
31039	rats	CRT_OG	
31040	rats	CRT_OG	
31041	rats	CRT_OG	
31042	rats	CRT_OG	
31043	Plant	MIS_OG	
31044	Radix	WT_OG	
31045	Umbelliferae	MIS_OG	
31046	Paeoniae	MIS_OG	
31047	Radix	WT_OG	
31048	Ranunculaceae	MIS_OG	
31049	Angelica sinensis	MIS_OG	
31050	Umbelliferae	MIS_OG	
31051	atractylodes	MIS_OG	
31052	Poria cocos	MIS_OG	
31053	tree peony	MIS_OG	
31054	Ranunculaceae	MIS_OG	
31055	Gardeniae	MIS_OG	
31056	Mentha haplocalyx	CRT_OG	
31057	Licorice	MIS_OG	
31058	CORT	WT_GP	
31059	CRH	CRT_GP	
31060	ACTH	CRT_GP	
31061	CORT	WT_GP	
31062	CRH	CRT_GP	
31063	ACTH	CRT_GP	
31064	NF-kappaΒ-inducing kinase	MIS_GP	
31065	breast cancer	WS_DS	
31066	Breast cancer	WS_DS	
31067	Nuclear factor-kappa B	MIS_GP	
31068	NF-κB	MIS_GP	
31069	NF-κB	MIS_GP	
31070	Breast cancer	WS_DS	
31071	NF-κB-inducing kinase	MIS_GP	
31072	NIK	CRT_GP	
31073	NIK	CRT_GP	
31074	cancer	CRT_DS	
31075	NIK	CRT_GP	
31076	NIK	CRT_GP	
31077	NIK	CRT_GP	
31078	cancer	CRT_DS	
31079	mice	CRT_OG	
31080	NIK	CRT_GP	
31081	CSC	WT_GP	
31082	tumorigenesis	WT_DS	
31083	NIK	CRT_GP	
31084	ERK1	CRT_GP	
31085	NIK	CRT_GP	
31086	breast cancer	WS_DS	
31087	tumorigenicity	WT_DS	
31088	breast cancer	WS_DS	
31089	Aldehyde dehydrogenase	CRT_GP	
31090	ALDH	CRT_GP	
31091	NIK	CRT_GP	
31092	NIK	CRT_GP	
31093	ERK1	CRT_GP	
31094	NF-κB	MIS_GP	
31095	tumors	CRT_DS	
31096	Cancer	CRT_DS	
31097	tumor	CRT_DS	
31098	Breast cancer	WS_DS	
31099	CD44	CRT_GP	
31100	Cluster of Differentiation antigen-44	MIS_GP	
31101	CD24	CRT_GP	
31102	Cluster of Differentiation antigen-24	MIS_GP	
31103	CD44	CRT_GP	
31104	CD24	CRT_GP	
31105	CD44	CRT_GP	
31106	CD24	CRT_GP	
31107	tumors	CRT_DS	
31108	immunodeficient	WT_DS	
31109	Breast Cancer	WS_DS	
31110	Wnt	MIS_GP	
31111	Notch	CRT_GP	
31112	Hedgehog	MIS_GP	
31113	JAK	MIS_GP	
31114	STAT	CRT_GP	
31115	Nuclear factor-kappa B	MIS_GP	
31116	NF-κB	MIS_GP	
31117	NF-κB	MIS_GP	
31118	transcription factors	MIS_GP	
31119	NF-κB	MIS_GP	
31120	transcription factors	MIS_GP	
31121	RelA	MIS_GP	
31122	p65	CRT_GP	
31123	RelB	MIS_GP	
31124	c-Rel	MIS_GP	
31125	p100	CRT_GP	
31126	p52	CRT_GP	
31127	p105	CRT_GP	
31128	p50	CRT_GP	
31129	NF-κB	MIS_GP	
31130	NF-κB	MIS_GP	
31131	NF-κB	MIS_GP	
31132	IκB	MIS_GP	
31133	NF-κB	MIS_GP	
31134	NF-κB	MIS_GP	
31135	NF-κB	MIS_GP	
31136	NF-κB	MIS_GP	
31137	p50	CRT_GP	
31138	p65	CRT_GP	
31139	NF-κB	MIS_GP	
31140	p52	CRT_GP	
31141	RelB	MIS_GP	
31142	NF-κB-inducing kinase	MIS_GP	
31143	NIK	CRT_GP	
31144	NIK	CRT_GP	
31145	MAP kinase kinase kinase	MIS_GP	
31146	MAP3K14	CRT_GP	
31147	NF-κB	MIS_GP	
31148	IκB Kinase-α	MIS_GP	
31149	IKKα	CRT_GP	
31150	p100	MIS_GP	
31151	NIK	CRT_GP	
31152	IκB Kinase-β	MIS_GP	
31153	IKKβ	CRT_GP	
31154	NF-κB	MIS_GP	
31155	NIK	CRT_GP	
31156	NIK	CRT_GP	
31157	NIK	CRT_GP	
31158	mice	CRT_OG	
31159	defects	WT_DS	
31160	NF-κB	MIS_GP	
31161	NIK	CRT_GP	
31162	NIK	CRT_GP	
31163	claudin	MIS_GP	
31164	breast cancer	WS_DS	
31165	NF-κB	MIS_GP	
31166	claudin	MIS_GP	
31167	carcinomas	CRT_DS	
31168	estrogen receptor	CRT_GP	
31169	ER	MIS_GP	
31170	progesterone receptor	CRT_GP	
31171	PR	MIS_GP	
31172	HER2	CRT_GP	
31173	tumors	CRT_DS	
31174	CD44	CRT_GP	
31175	CD24	CRT_GP	
31176	tumor	CRT_DS	
31177	NIK	CRT_GP	
31178	IKKα	CRT_GP	
31179	HER2	CRT_GP	
31180	mammary tumorigenesis	WT_DS	
31181	p27	CRT_GP	
31182	Kip1	MIS_GP	
31183	mouse	CRT_OG	
31184	tumorigenesis	WT_DS	
31185	breast cancer	WS_DS	
31186	tumorigenesis	WT_DS	
31187	NIK	CRT_GP	
31188	CSC	WT_GP	
31189	NIK	CRT_GP	
31190	NIK	CRT_GP	
31191	breast cancer	WS_DS	
31192	NIK	CRT_GP	
31193	NIK	CRT_GP	
31194	Aldehyde Dehydrogrenase-1A1	MIS_GP	
31195	ALDH1A1	CRT_GP	
31196	NANOG	CRT_GP	
31197	SOX2	CRT_GP	
31198	SRY-BOX2	MIS_GP	
31199	Octamer-Binding Transcription Factor	MIS_GP	
31200	OCT4	MIS_GP	
31201	Aldehyde Dehydrogenase 1	CRT_GP	
31202	ALDH1	CRT_GP	
31203	NIK	CRT_GP	
31204	tumor	CRT_DS	
31205	breast cancer	WS_DS	
31206	NIK	CRT_GP	
31207	tumors	CRT_DS	
31208	immunodeficient	WT_DS	
31209	mice	CRT_OG	
31210	NIK	CRT_GP	
31211	CD44	CRT_GP	
31212	CD24	CRT_GP	
31213	NIK	CRT_GP	
31214	Extracellular Signal-Regulates Kinases	MIS_GP	
31215	ERK	CRT_GP	
31216	Breast Cancer	WS_DS	
31217	CD44	CRT_GP	
31218	CD24	CRT_GP	
31219	Epithelial Cell Adhesion Molecule	CRT_GP	
31220	ESA	CRT_GP	
31221	breast cancer	WS_DS	
31222	breast cancer	WS_DS	
31223	tumors	CRT_DS	
31224	breast tumors	CRT_DS	
31225	CD44	CRT_GP	
31226	CD24	CRT_GP	
31227	CD24	CRT_GP	
31228	CD44	CRT_GP	
31229	ESA	CRT_GP	
31230	CD44	CRT_GP	
31231	ESA	CRT_GP	
31232	ALDH	CRT_GP	
31233	ALDH	CRT_GP	
31234	S1A	WT_GP	
31235	tumors	CRT_DS	
31236	immunodeficient	WT_DS	
31237	nu/nu mice	WS_OG	
31238	CD44	CRT_GP	
31239	CD44	CRT_GP	
31240	CD24	CRT_GP	
31241	mice	CRT_OG	
31242	CD44	CRT_GP	
31243	CD24	CRT_GP	
31244	tumors	CRT_DS	
31245	CD44	CRT_GP	
31246	CD24	CRT_GP	
31247	ESA	CRT_GP	
31248	tumors	CRT_DS	
31249	mice	CRT_OG	
31250	ESA	CRT_GP	
31251	tumors	CRT_DS	
31252	CD44	CRT_GP	
31253	CD44	CRT_GP	
31254	CD24	CRT_GP	
31255	CD44	CRT_GP	
31256	ESA	CRT_GP	
31257	CD44	CRT_GP	
31258	ESA	CRT_GP	
31259	NIK	CRT_GP	
31260	CD44	CRT_GP	
31261	OCT4	MIS_GP	
31262	NANOG	CRT_GP	
31263	ALDH1A3	CRT_GP	
31264	ALDH1A3	CRT_GP	
31265	ALDH8A1	CRT_GP	
31266	CD44	CRT_GP	
31267	CD24	CRT_GP	
31268	CD44	CRT_GP	
31269	ESA	CRT_GP	
31270	SOX2	CRT_GP	
31271	OCT4	MIS_GP	
31272	NANOG	CRT_GP	
31273	ALDH8A1	CRT_GP	
31274	CD44	CRT_GP	
31275	ESA	CRT_GP	
31276	NIK	CRT_GP	
31277	MAP3K14	CRT_GP	
31278	NF-κB	MIS_GP	
31279	breast cancer	WS_DS	
31280	kinase	MIS_GP	
31281	claudin	MIS_GP	
31282	HER2	CRT_GP	
31283	breast cancer	WS_DS	
31284	NIK	CRT_GP	
31285	NIK	CRT_GP	
31286	NIK	CRT_GP	
31287	CD44	CRT_GP	
31288	CD24	CRT_GP	
31289	NIK	CRT_GP	
31290	CD44	CRT_GP	
31291	ESA	CRT_GP	
31292	NIK	CRT_GP	
31293	ALDH	CRT_GP	
31294	NIK	CRT_GP	
31295	breast cancer	WS_DS	
31296	NIK	CRT_GP	
31297	CSC	WT_GP	
31298	NIK	CRT_GP	
31299	CSC	WT_GP	
31300	NIK	CRT_GP	
31301	S3A	WT_GP	
31302	NIK	CRT_GP	
31303	SOX2	CRT_GP	
31304	OCT4	MIS_GP	
31305	NANOG	CRT_GP	
31306	ALDH1A3	CRT_GP	
31307	ALDH8A1	CRT_GP	
31308	NIK	CRT_GP	
31309	NIK	CRT_GP	
31310	SOX2	CRT_GP	
31311	OCT4	MIS_GP	
31312	ALDH1A3	CRT_GP	
31313	ALDH8A1	CRT_GP	
31314	NIK	CRT_GP	
31315	SOX2	CRT_GP	
31316	OCT4	MIS_GP	
31317	ALDH1A3	CRT_GP	
31318	S3B	WT_GP	
31319	NIK	CRT_GP	
31320	CD44	CRT_GP	
31321	CD24	CRT_GP	
31322	NIK1	WS_GP	
31323	NIK2	WS_GP	
31324	cell surface proteins	CRT_GP	
31325	NIK	CRT_GP	
31326	NIK	CRT_GP	
31327	CD44	CRT_GP	
31328	NIK	CRT_GP	
31329	CD24	CRT_GP	
31330	NIK	CRT_GP	
31331	CD44	CRT_GP	
31332	ESA	CRT_GP	
31333	NIK	CRT_GP	
31334	Breast Cancer	WS_DS	
31335	NIK	CRT_GP	
31336	cancer	CRT_DS	
31337	NIK	CRT_GP	
31338	NIK	CRT_GP	
31339	NIK	CRT_GP	
31340	NIK	CRT_GP	
31341	breast cancer	WS_DS	
31342	tumorigenicity	WT_DS	
31343	NIK	CRT_GP	
31344	luciferase	CRT_GP	
31345	nu/nu mice	WS_OG	
31346	tumor	CRT_DS	
31347	NIK	CRT_GP	
31348	tumor	CRT_DS	
31349	mice	CRT_OG	
31350	mice	CRT_OG	
31351	CSC	WT_GP	
31352	NIK	CRT_GP	
31353	NIK	CRT_GP	
31354	CSC	WT_GP	
31355	NIK	CRT_GP	
31356	NIK	CRT_GP	
31357	NIK	CRT_GP	
31358	NIK	CRT_GP	
31359	NIK	CRT_GP	
31360	NIK	CRT_GP	
31361	NIK	CRT_GP	
31362	NIK	CRT_GP	
31363	ALDH1A3	CRT_GP	
31364	ALDH8A1	CRT_GP	
31365	SOX2	CRT_GP	
31366	NIK	CRT_GP	
31367	SOX2	CRT_GP	
31368	ALDH8A1	CRT_GP	
31369	NIK	CRT_GP	
31370	CSC	WT_GP	
31371	NIK	CRT_GP	
31372	CD44	CRT_GP	
31373	CD24	CRT_GP	
31374	CD44	CRT_GP	
31375	NIK	CRT_GP	
31376	NIK	CRT_GP	
31377	NIK	CRT_GP	
31378	NIK	CRT_GP	
31379	cancer	CRT_DS	
31380	NIK	CRT_GP	
31381	NIK	CRT_GP	
31382	NIK	CRT_GP	
31383	tumor	CRT_DS	
31384	nu/nu mice	WS_OG	
31385	NIK	CRT_GP	
31386	NIK	CRT_GP	
31387	tumors	CRT_DS	
31388	mice	CRT_OG	
31389	NIK	CRT_GP	
31390	CSC	WT_GP	
31391	NIK	CRT_GP	
31392	tumor	CRT_DS	
31393	CSC	WT_GP	
31394	NIK	CRT_GP	
31395	NF-κB	MIS_GP	
31396	NIK	CRT_GP	
31397	kinase	MIS_GP	
31398	NF-κB	MIS_GP	
31399	p100	CRT_GP	
31400	IKKα	MIS_GP	
31401	NIK	CRT_GP	
31402	IKKβ	CRT_GP	
31403	NF-κB	MIS_GP	
31404	NF-κB	MIS_GP	
31405	NIK	CRT_GP	
31406	NF-κB	MIS_GP	
31407	NIK	CRT_GP	
31408	NF-κB	MIS_GP	
31409	NIK	CRT_GP	
31410	p100	CRT_GP	
31411	p52	CRT_GP	
31412	p52	CRT_GP	
31413	RelB	MIS_GP	
31414	NIK	CRT_GP	
31415	p52	CRT_GP	
31416	NIK	CRT_GP	
31417	p52	CRT_GP	
31418	NIK	CRT_GP	
31419	p52	CRT_GP	
31420	NF-κB	MIS_GP	
31421	NIK	CRT_GP	
31422	CSC	WT_GP	
31423	NF-κB	MIS_GP	
31424	NIK	CRT_GP	
31425	p52	CRT_GP	
31426	RelB	MIS_GP	
31427	RelA	MIS_GP	
31428	p65	CRT_GP	
31429	NIK	CRT_GP	
31430	p52	CRT_GP	
31431	RelB	MIS_GP	
31432	p65	CRT_GP	
31433	NIK	CRT_GP	
31434	p100	CRT_GP	
31435	p52	CRT_GP	
31436	p65	CRT_GP	
31437	p50	CRT_GP	
31438	NIK	CRT_GP	
31439	NIK	CRT_GP	
31440	Breast Cancer	WS_DS	
31441	NIK	CRT_GP	
31442	breast cancer	WS_DS	
31443	HER2	CRT_GP	
31444	breast cancer	WS_DS	
31445	NIK	CRT_GP	
31446	breast cancer	WS_DS	
31447	NIK	CRT_GP	
31448	NIK	CRT_GP	
31449	HER2	CRT_GP	
31450	breast carcinomas	CRT_DS	
31451	NIK	CRT_GP	
31452	HER2	CRT_GP	
31453	carcinomas	CRT_DS	
31454	NIK	CRT_GP	
31455	breast cancer	WS_DS	
31456	Tumor	CRT_DS	
31457	NIK	CRT_GP	
31458	tumor	CRT_DS	
31459	NIK	CRT_GP	
31460	breast cancer	WS_DS	
31461	NIK	CRT_GP	
31462	ALDH	CRT_GP	
31463	ALDH	CRT_GP	
31464	NIK	CRT_GP	
31465	tumors	CRT_DS	
31466	tumors	CRT_DS	
31467	NIK	CRT_GP	
31468	ALDH	CRT_GP	
31469	tumors	CRT_DS	
31470	NIK	CRT_GP	
31471	ALDH	CRT_GP	
31472	NIK	CRT_GP	
31473	NIK	CRT_GP	
31474	NIK	CRT_GP	
31475	NIK	CRT_GP	
31476	NIK	CRT_GP	
31477	NIK	CRT_GP	
31478	NIK	CRT_GP	
31479	NIK	CRT_GP	
31480	NIK	CRT_GP	
31481	NIK	CRT_GP	
31482	NIK	CRT_GP	
31483	EGR1	CRT_GP	
31484	TCN1	CRT_GP	
31485	DUSP6	MIS_GP	
31486	GDF15	MIS_GP	
31487	NIK	CRT_GP	
31488	NIK	CRT_GP	
31489	NIK	CRT_GP	
31490	NIK	CRT_GP	
31491	cancer	CRT_DS	
31492	NIK	CRT_GP	
31493	ERK1	CRT_GP	
31494	EGR1	CRT_GP	
31495	NCF1	CRT_GP	
31496	COL5A2	CRT_GP	
31497	GDF15	CRT_GP	
31498	NIK	CRT_GP	
31499	MAP2K6	CRT_GP	
31500	CSPG4	CRT_GP	
31501	TAL1	CRT_GP	
31502	MAPK	CRT_GP	
31503	ERK1	CRT_GP	
31504	NIK	CRT_GP	
31505	ERK	CRT_GP	
31506	NIK	CRT_GP	
31507	ERK	CRT_GP	
31508	ERK	CRT_GP	
31509	transcription factors	MIS_GP	
31510	cancer	CRT_DS	
31511	tumorigenesis	WT_DS	
31512	NIK	CRT_GP	
31513	ERK	CRT_GP	
31514	cancer	CRT_DS	
31515	NIK	CRT_GP	
31516	ERK	CRT_GP	
31517	ERK	CRT_GP	
31518	NIK	CRT_GP	
31519	NIK	CRT_GP	
31520	NIK	CRT_GP	
31521	ERK	CRT_GP	
31522	NIK	CRT_GP	
31523	ERK	CRT_GP	
31524	NIK	CRT_GP	
31525	ERK	CRT_GP	
31526	ERK	CRT_GP	
31527	NIK	CRT_GP	
31528	kinase	MIS_GP	
31529	ERK	CRT_GP	
31530	EGR1	CRT_GP	
31531	Growth Differentiation Factor 15	MIS_GP	
31532	GDF15	CRT_GP	
31533	Transcobalamin 1	CRT_GP	
31534	TCN1	CRT_GP	
31535	Dual specificity phosphatase 6	WS_GP	
31536	DUSP6	CRT_GP	
31537	ERK	CRT_GP	
31538	ERK1	CRT_GP	
31539	ERK2	CRT_GP	
31540	ERK	CRT_GP	
31541	EGR1	CRT_GP	
31542	GDF15	CRT_GP	
31543	DUSP6	CRT_GP	
31544	NIK	CRT_GP	
31545	NIK	CRT_GP	
31546	ERK	CRT_GP	
31547	ERK	CRT_GP	
31548	NIK	CRT_GP	
31549	CSC	WT_GP	
31550	NIK	CRT_GP	
31551	CSC	WT_GP	
31552	cancer	CRT_DS	
31553	tumor	CRT_DS	
31554	CSC	WT_GP	
31555	neoplasms	CRT_DS	
31556	breast cancer	WS_DS	
31557	HER2	CRT_GP	
31558	claudin	MIS_GP	
31559	breast cancer	WS_DS	
31560	NF-κB	MIS_GP	
31561	breast tumor	CRT_DS	
31562	breast cancer	WS_DS	
31563	NF-κB	MIS_GP	
31564	NIK	CRT_GP	
31565	NIK	CRT_GP	
31566	breast cancer	WS_DS	
31567	HER2	CRT_GP	
31568	breast tumors	CRT_DS	
31569	NIK	CRT_GP	
31570	tumors	CRT_DS	
31571	NF-κB	MIS_GP	
31572	HER2	CRT_GP	
31573	breast tumor	CRT_DS	
31574	HER2	CRT_GP	
31575	NF-κB	MIS_GP	
31576	HER2	CRT_GP	
31577	HER2	CRT_GP	
31578	HER2	CRT_GP	
31579	breast tumors	CRT_DS	
31580	HER2	CRT_GP	
31581	receptor activator of NF-κB	MIS_GP	
31582	RANK	MIS_GP	
31583	Her2	CRT_GP	
31584	breast cancer	WS_DS	
31585	HER2	CRT_GP	
31586	NF-kappa B	MIS_GP	
31587	IKKα	CRT_GP	
31588	NIK	CRT_GP	
31589	IKKα	CRT_GP	
31590	NIK	CRT_GP	
31591	ErbB2	MIS_GP	
31592	EGFR	MIS_GP	
31593	HER2	CRT_GP	
31594	NIK	CRT_GP	
31595	NIK	CRT_GP	
31596	CSC	WT_GP	
31597	NIK	CRT_GP	
31598	NIK	CRT_GP	
31599	triple negative breast cancer	CRT_DS	
31600	NIK	CRT_GP	
31601	tumorigenicity	WT_DS	
31602	NIK	CRT_GP	
31603	NIK	CRT_GP	
31604	kinase	MIS_GP	
31605	breast cancer	WS_DS	
31606	NIK	CRT_GP	
31607	CSC	WT_GP	
31608	ALDH1A1	CRT_GP	
31609	ALDH1A3	CRT_GP	
31610	NF-κB	MIS_GP	
31611	breast cancer	WS_DS	
31612	ALDH	CRT_GP	
31613	NIK	CRT_GP	
31614	tumor	CRT_DS	
31615	NIK	CRT_GP	
31616	ALDH	CRT_GP	
31617	NIK	CRT_GP	
31618	CD24	CRT_GP	
31619	NF-κB	MIS_GP	
31620	NIK	CRT_GP	
31621	CD24	CRT_GP	
31622	NF-κB	MIS_GP	
31623	CD24	CRT_GP	
31624	NF-κB	MIS_GP	
31625	CSC	WT_GP	
31626	tumor	CRT_DS	
31627	NIK	CRT_GP	
31628	NF-κB	MIS_GP	
31629	NIK	CRT_GP	
31630	IKKα	CRT_GP	
31631	IKKβ	CRT_GP	
31632	IKKα	CRT_GP	
31633	NIK	CRT_GP	
31634	NF-κB	MIS_GP	
31635	p52	CRT_GP	
31636	p65	CRT_GP	
31637	RelB	MIS_GP	
31638	NF-κB	MIS_GP	
31639	NIK	CRT_GP	
31640	NANOG	CRT_GP	
31641	SOX2	CRT_GP	
31642	NF-κB	MIS_GP	
31643	ALDH	CRT_GP	
31644	NF-κB	MIS_GP	
31645	NF-κB	MIS_GP	
31646	NIK	CRT_GP	
31647	NF-κB	MIS_GP	
31648	NF-κB	MIS_GP	
31649	breast cancer	WS_DS	
31650	NF-κB	MIS_GP	
31651	NF-κB	MIS_GP	
31652	IKKβ	CRT_GP	
31653	NF-κB	MIS_GP	
31654	CSC	WT_GP	
31655	IKKα	CRT_GP	
31656	mice	CRT_OG	
31657	breast tumors	CRT_DS	
31658	NIK	CRT_GP	
31659	IKKα	CRT_GP	
31660	mouse	CRT_OG	
31661	NIK	CRT_GP	
31662	IKKα	CRT_GP	
31663	cyclin-dependent kinase	WS_GP	
31664	p27	CRT_GP	
31665	NF-κB	MIS_GP	
31666	NIK	CRT_GP	
31667	Jagged1	CRT_GP	
31668	JAG1	CRT_GP	
31669	breast cancer	WS_DS	
31670	NIK	CRT_GP	
31671	CSC	WT_GP	
31672	NIK	CRT_GP	
31673	NF-KB	MIS_GP	
31674	ERK1	CRT_GP	
31675	ERK1	CRT_GP	
31676	NIK	CRT_GP	
31677	NIK	CRT_GP	
31678	ERK1	CRT_GP	
31679	breast cancer	WS_DS	
31680	NIK	CRT_GP	
31681	ERK1	CRT_GP	
31682	MEK1	CRT_GP	
31683	melanoma	CRT_DS	
31684	NIK	CRT_GP	
31685	MEK1	CRT_GP	
31686	AKT	MIS_GP	
31687	ERK1	CRT_GP	
31688	EGR1	CRT_GP	
31689	GDF15	CRT_GP	
31690	EGR1	CRT_GP	
31691	cancer	CRT_DS	
31692	EGR1	CRT_GP	
31693	tumor	CRT_DS	
31694	EGR1	CRT_GP	
31695	ERK1	CRT_GP	
31696	NF-κB	MIS_GP	
31697	EGR1	CRT_GP	
31698	E-cadherin	CRT_GP	
31699	SNAIL	MIS_GP	
31700	EGR1	CRT_GP	
31701	GDF15	CRT_GP	
31702	NIK	CRT_GP	
31703	NIK	CRT_GP	
31704	NIK	CRT_GP	
31705	tumor	WS_DS	
31706	NIK	CRT_GP	
31707	kinase	MIS_GP	
31708	NF-κB	MIS_GP	
31709	NIK	CRT_GP	
31710	NIK	CRT_GP	
31711	kinase	MIS_GP	
31712	tumorigenicity	WT_DS	
31713	kinase	MIS_GP	
31714	tumor	CRT_DS	
31715	bovine	WT_OG	
31716	CD44	CRT_GP	
31717	CD24	CRT_GP	
31718	ESA	CRT_GP	
31719	IgG1	MIS_GP	
31720	IgG1	MIS_GP	
31721	IgG1	MIS_GP	
31722	CD44	CRT_GP	
31723	CD24	CRT_GP	
31724	CD44	CRT_GP	
31725	CD24	CRT_GP	
31726	ESA	CRT_GP	
31727	ESA	CRT_GP	
31728	ALDH	CRT_GP	
31729	ALDH1	CRT_GP	
31730	ALDH1	CRT_GP	
31731	protease	MIS_GP	
31732	phosphatase	CRT_GP	
31733	horseradish	CRT_OG	
31734	peroxidase	CRT_GP	
31735	goat	CRT_OG	
31736	mouse	CRT_OG	
31737	IgG	MIS_GP	
31738	goat	CRT_OG	
31739	rabbit	CRT_OG	
31740	IgG	MIS_GP	
31741	rabbit	CRT_OG	
31742	Goat	CRT_OG	
31743	IgG	MIS_GP	
31744	p65	CRT_GP	
31745	RelB	MIS_GP	
31746	p50	CRT_GP	
31747	p52	CRT_GP	
31748	ERK1	CRT_GP	
31749	αtubulin	CRT_GP	
31750	GAPDH	CRT_GP	
31751	Laminin	MIS_GP	
31752	NIK	CRT_GP	
31753	ERK1	CRT_GP	
31754	ERK2	CRT_GP	
31755	luciferase	CRT_GP	
31756	ERK	CRT_GP	
31757	ERK	CRT_GP	
31758	NIK	CRT_GP	
31759	ERK	CRT_GP	
31760	NIK	CRT_GP	
31761	NIK	CRT_GP	
31762	NIK	CRT_GP	
31763	NIK	CRT_GP	
31764	Lacz	MIS_GP	
31765	NF-κB	MIS_GP	
31766	NF-κB	MIS_GP	
31767	NF-κB	MIS_GP	
31768	NIK	CRT_GP	
31769	firefly	MIS_OG	
31770	luciferase	CRT_GP	
31771	beta-galactosidase	CRT_GP	
31772	luciferase	CRT_GP	
31773	Beta-galactosidase	CRT_GP	
31774	p52	CRT_GP	
31775	p65	CRT_GP	
31776	RelB	MIS_GP	
31777	P50	CRT_GP	
31778	NIK	CRT_GP	
31779	p52	CRT_GP	
31780	p65	CRT_GP	
31781	Bovine	WT_OG	
31782	albumin	WS_GP	
31783	goat	CRT_OG	
31784	mouse	CRT_OG	
31785	goat	CRT_OG	
31786	rabbit	CRT_OG	
31787	rabbit	CRT_OG	
31788	goat	CRT_OG	
31789	growth factor	WT_GP	
31790	mice	CRT_OG	
31791	Balb-c nu/nu mice	WS_OG	
31792	animals	CRT_OG	
31793	animals	CRT_OG	
31794	tumors	CRT_DS	
31795	animals	CRT_OG	
31796	Luciferase2	MIS_GP	
31797	eGFP	MIS_GP	
31798	Mice	CRT_OG	
31799	Mice	CRT_OG	
31800	trypsin	CRT_GP	
31801	Tumor	CRT_DS	
31802	breast cancer	WS_DS	
31803	Estrogen Receptor	CRT_GP	
31804	SP1	WT_GP	
31805	Progesterone Receptor	CRT_GP	
31806	HER2	CRT_GP	
31807	NIK	CRT_GP	
31808	ALDH	CRT_GP	
31809	Alkaline Phosphatase	CRT_GP	
31810	CS2	WT_GP	
31811	breast cancer	WS_DS	
31812	NIK	CRT_GP	
31813	DNAse 1	MIS_GP	
31814	NIK	CRT_GP	
31815	ALDH	CRT_GP	
31816	breast cancer	WS_DS	
31817	kinase	MIS_GP	
31818	breast cancer	WS_DS	
31819	human	CRT_OG	
31820	women	MIS_OG	
31821	men	MIS_OG	
31822	women	MIS_OG	
31823	men	MIS_OG	
31824	men	MIS_OG	
31825	women	MIS_OG	
31826	women	MIS_OG	
31827	men	MIS_OG	
31828	women	MIS_OG	
31829	men	MIS_OG	
31830	women	MIS_OG	
31831	women	MIS_OG	
31832	men	MIS_OG	
31833	women	MIS_OG	
31834	men	MIS_OG	
31835	Euros	WT_OG	
31836	defect	WT_DS	
31837	defect	WT_DS	
31838	defect	WT_DS	
31839	men	MIS_OG	
31840	women	MIS_OG	
31841	defect	WT_DS	
31842	defect	WT_DS	
31843	defect	WT_DS	
31844	women	MIS_OG	
31845	defect	WT_DS	
31846	women	MIS_OG	
31847	men	MIS_OG	
31848	Diabetes	CRT_DS	
31849	DPP	WT_GP	
31850	Diabetes	CRT_DS	
31851	DPP	WT_GP	
31852	type 2 diabetes	CRT_DS	
31853	DPP	WT_GP	
31854	DPP	WT_GP	
31855	Diabetes	CRT_DS	
31856	DPP	WT_GP	
31857	obesity	CRT_DS	
31858	prediabetes	CRT_DS	
31859	hemoglobin	CRT_GP	
31860	DPP	WT_GP	
31861	DPP	WT_GP	
31862	DPP	WT_GP	
31863	type 2 diabetes	CRT_DS	
31864	diabetes	CRT_DS	
31865	Diabetes	CRT_DS	
31866	DPP	WT_GP	
31867	diabetes	CRT_DS	
31868	prediabetes	CRT_DS	
31869	diabetes	CRT_DS	
31870	DPP	WT_GP	
31871	diabetes	CRT_DS	
31872	DPP	WT_GP	
31873	DPP	WT_GP	
31874	DPP	WT_GP	
31875	DPP	WT_GP	
31876	DPP	WT_GP	
31877	diabetes	CRT_DS	
31878	DPP	WT_GP	
31879	DPP	WT_GP	
31880	DPP	WT_GP	
31881	DPP	WT_GP	
31882	DPP	WT_GP	
31883	Diabetes	CRT_DS	
31884	prediabetes	CRT_DS	
31885	gestational diabetes	CRT_DS	
31886	DPP	WT_GP	
31887	diabetes	CRT_DS	
31888	DPP	WT_GP	
31889	DPP	WT_GP	
31890	prediabetes	CRT_DS	
31891	obese	WT_DS	
